0
Unnamed: 0
ObjectID
External_Key
Lead_ID
Name
Name_Language_Code
Name_Language_Code_Text
Account_Party_ID
Account_Party_UUID
Account_Party_External_Key
Account_Party_Name
Main_Contact_ID
Main_Contact_UUID
Main_Contact_Party_External_Key
Main_Contact_Person_Name
Company
Contact_First_Name
Contact_Middle_Name
Contact_Last_Name
First_Name_of_Indiv_Customer
Middle_Name_of_Indiv_Customer
Last_Name_of_Indiv_Customer
Qualification_Level
Qualification_Level_Text
Status
Status_Text
Reason_Code
Reason_Code_Text
Approval_Status
Approval_Status_Text
Consistency_Status
Consistency_Status_Text
Source
Source_Text
Priority
Priority_Text
Start_Date
End_Date
Campaign_ID
Category
Category_Text
Owner_Party_ID
Owner_Party_UUID
Employee_Responsible_UUID_Deprecated
Owner_Party_External_Key
Owner_Party_Name
Marketing_Unit_Party_ID
Marketing_Unit_Party_UUID
Marketing_Unit_Party_External_Key
Marketing_Unit_Name
Sales_Unit_Party_ID
Sales_Unit_Party_UUID
Sales_Unit_Name
Sales_Organization_ID
Sales_Organization_UUID
Sales_Organization_External_Key
Distribution_Channel
Distribution_Channel_Text
Division
Division_Text
Survey_Score
Creation_Date_Time
Last_Change_Date_Time
Created_By_UUID
Last_Changed_By_UUID
Note
Sales_Territory_ID
Sales_Territory_UUID
Sales_Territory_Name
Expected_Revenue_Value
Score
Account_Information_Additional_Name
Account_Information_Additional_Name_2
Account_Information_Addtional_Name_3
Account_Information_House_Number
Account_Information_Address_Line_1
Account_Information_Address_Line_2
Account_Information_Street
Account_Information_Address_Line_4
Account_Information_Address_Line_5
Customer_Information_City
Customer_Information_Country
Customer_Information_Country_Text
Customer_Information_State
Customer_Information_State_Text
Account_Information_POBox
Account_Information_Postal_Code
Account_Information_County
Account_Information_Phone
Account_Information_Fax
Account_Information_Mobile
Account_Information_EMail
Account_Information_Web_Site
Account_Information_Latitude
Account_Information_Latitude_UoM
Account_Information_Latitude_UoM_Text
Account_Information_Longitude
AccountLongitudeMeasureUnitCode
AccountLongitudeMeasureUnitCodeText
Account_Information_Legal_Form
Account_Information_Legal_Form_Text
Account_Information_ABC_Classification
Account_Information_ABC_Classification_Text
Account_Information_DUNS
Customer_Information_Contact_Permission
Customer_Information_Contact_Permission_Text
Account_Information_Language
Account_Information_Language_Text
Account_Information_Note
Contact_Information_Title
Contact_Information_Title_Text
Contact_Information_Job_Title
ContactAcademicTitleCode
ContactAcademicTitleCodeText
Contact_Information_Nickname
Contact_Information_Language
Contact_Information_Language_Text
Contact_Information_Gender
Contact_Information_Gender_Text
ContactMaritalStatusCode
ContactMaritalStatusCodeText
Contact_Information_Function
Contact_Information_Function_Text
Contact_Information_Department
Contact_Information_Department_Text
Contact_Information_Department_from_Business_Card
Contact_Information_VIP_Contact
Contact_Information_VIP_Contact_Text
ContactAllowedCode
ContactAllowedCodeText
Contact_Information_Engagement_Score
Contact_Information_Building
Contact_Information_Floor
Contact_Information_Room
Contact_Information_Phone
Contact_Information_Fax
Contact_Information_Mobile
Contact_Information_EMail
Contact_Information_Note
Individual_Customer_Information_Gender
Individual_Customer_Information_Gender_Text
Individual_Customer_Information_EMail
Individual_Customer_Information_Title
Individual_Customer_Information_Title_Text
Individual_Customer_Information_Language
Individual_Customer_Information_Language_Text
Account_Status
Account_Status_Text
Main_Contact_Person_Status
Main_Contact_Person_Status_Text
Lead_Life_Cycle_Status_Code
Lead_Life_Cycle_Status_Code_Text
External_ID
Created_By
Last_Changed_By
Continent
Marketing_Company
Marketing_Company_Text
Existing_Account
Application
Application_Text
Business_Segment
Business_Segment_Text
Channel
Channel_Text
ContactSource
ContactSource_Text
DummySave
External_Notes
Market_Segment
Market_Segment_Text
Priority_KUT
Priority_KUT_Text
Sealing_Demand_Amount__Currency
SEALS_TOTALcurrencyCode_KUT
SEALS_TOTALcurrencyCode_KUTText
Strategic_Indicator
VAT_Number
Dummy_Save
Yearly_budget
Yearly_budget_Text
